0,1,2,3,4,5
          17,Percentage,W06000006,Wrexham,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          23,Percentage,W06000006,Wrexham,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          42,Percentage,W06000006,Wrexham,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
           1,Percentage,W06000006,Wrexham,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          10,Percentage,W06000006,Wrexham,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          21,Percentage,W06000006,Wrexham,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          50,Percentage,W06000006,Wrexham,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          15,Percentage,W06000006,Wrexham,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          27,Percentage,W06000006,Wrexham,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          40,Percentage,W06000006,Wrexham,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          60,Percentage,W06000006,Wrexham,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           0,Percentage,W06000006,Wrexham,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           1,Percentage,W06000006,Wrexham,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
           6,Percentage,W06000006,Wrexham,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          25,Percentage,W06000006,Wrexham,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           2,Percentage,W06000008,Ceredigion,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
           2,Percentage,W06000008,Ceredigion,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
           9,Percentage,W06000008,Ceredigion,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          60,Percentage,W06000008,Ceredigion,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
           2,Percentage,W06000008,Ceredigion,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
           4,Percentage,W06000008,Ceredigion,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          11,Percentage,W06000008,Ceredigion,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          33,Percentage,W06000008,Ceredigion,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
           2,Percentage,W06000008,Ceredigion,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           4,Percentage,W06000008,Ceredigion,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
           9,Percentage,W06000008,Ceredigion,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          29,Percentage,W06000008,Ceredigion,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           0,Percentage,W06000008,Ceredigion,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
           2,Percentage,W06000008,Ceredigion,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          11,Percentage,W06000008,Ceredigion,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          24,Percentage,W06000008,Ceredigion,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           0,Percentage,W06000008,Ceredigion,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
           0,Percentage,W06000008,Ceredigion,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
           2,Percentage,W06000008,Ceredigion,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          18,Percentage,W06000008,Ceredigion,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          44,Percentage,W06000008,Ceredigion,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          64,Percentage,W06000008,Ceredigion,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          76,Percentage,W06000008,Ceredigion,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          84,Percentage,W06000008,Ceredigion,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          18,Percentage,W06000008,Ceredigion,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          42,Percentage,W06000008,Ceredigion,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          58,Percentage,W06000008,Ceredigion,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          76,Percentage,W06000008,Ceredigion,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000008,Ceredigion,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
           9,Percentage,W06000008,Ceredigion,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Percentage,W06000008,Ceredigion,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          31,Percentage,W06000008,Ceredigion,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           9,Percentage,W06000008,Ceredigion,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Percentage,W06000008,Ceredigion,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          22,Percentage,W06000008,Ceredigion,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          47,Percentage,W06000008,Ceredigion,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           6,Percentage,W06000009,Pembrokeshire,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Percentage,W06000009,Pembrokeshire,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Percentage,W06000009,Pembrokeshire,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          45,Percentage,W06000009,Pembrokeshire,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
           6,Percentage,W06000009,Pembrokeshire,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          15,Percentage,W06000009,Pembrokeshire,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          21,Percentage,W06000009,Pembrokeshire,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          46,Percentage,W06000009,Pembrokeshire,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
           4,Percentage,W06000009,Pembrokeshire,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Percentage,W06000009,Pembrokeshire,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          21,Percentage,W06000009,Pembrokeshire,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          41,Percentage,W06000009,Pembrokeshire,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           3,Percentage,W06000009,Pembrokeshire,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
           7,Percentage,W06000009,Pembrokeshire,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Percentage,W06000009,Pembrokeshire,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          37,Percentage,W06000009,Pembrokeshire,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           6,Percentage,W06000009,Pembrokeshire,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Percentage,W06000009,Pembrokeshire,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          23,Percentage,W06000009,Pembrokeshire,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          48,Percentage,W06000009,Pembrokeshire,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          35,Percentage,W06000009,Pembrokeshire,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          51,Percentage,W06000009,Pembrokeshire,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          63,Percentage,W06000009,Pembrokeshire,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          77,Percentage,W06000009,Pembrokeshire,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000009,Pembrokeshire,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          20,Percentage,W06000009,Pembrokeshire,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          31,Percentage,W06000009,Pembrokeshire,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          66,Percentage,W06000009,Pembrokeshire,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
           8,Percentage,W06000009,Pembrokeshire,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Percentage,W06000009,Pembrokeshire,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          27,Percentage,W06000009,Pembrokeshire,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          42,Percentage,W06000009,Pembrokeshire,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           0,Percentage,W06000009,Pembrokeshire,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           3,Percentage,W06000009,Pembrokeshire,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
           3,Percentage,W06000009,Pembrokeshire,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
           8,Percentage,W06000009,Pembrokeshire,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000010,Carmarthenshire,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          12,Percentage,W06000010,Carmarthenshire,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          28,Percentage,W06000010,Carmarthenshire,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          59,Percentage,W06000010,Carmarthenshire,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000010,Carmarthenshire,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Percentage,W06000010,Carmarthenshire,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          25,Percentage,W06000010,Carmarthenshire,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          48,Percentage,W06000010,Carmarthenshire,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
           6,Percentage,W06000010,Carmarthenshire,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          16,Percentage,W06000010,Carmarthenshire,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          28,Percentage,W06000010,Carmarthenshire,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          56,Percentage,W06000010,Carmarthenshire,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000010,Carmarthenshire,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Percentage,W06000010,Carmarthenshire,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Percentage,W06000010,Carmarthenshire,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          48,Percentage,W06000010,Carmarthenshire,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000010,Carmarthenshire,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          15,Percentage,W06000010,Carmarthenshire,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          25,Percentage,W06000010,Carmarthenshire,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          54,Percentage,W06000010,Carmarthenshire,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          23,Percentage,W06000010,Carmarthenshire,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          41,Percentage,W06000010,Carmarthenshire,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          51,Percentage,W06000010,Carmarthenshire,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          69,Percentage,W06000010,Carmarthenshire,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          14,Percentage,W06000010,Carmarthenshire,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          25,Percentage,W06000010,Carmarthenshire,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          34,Percentage,W06000010,Carmarthenshire,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          55,Percentage,W06000010,Carmarthenshire,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000010,Carmarthenshire,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Percentage,W06000010,Carmarthenshire,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          16,Percentage,W06000010,Carmarthenshire,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          32,Percentage,W06000010,Carmarthenshire,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           4,Percentage,W06000010,Carmarthenshire,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Percentage,W06000010,Carmarthenshire,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          21,Percentage,W06000010,Carmarthenshire,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          43,Percentage,W06000010,Carmarthenshire,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          13,Percentage,W06000011,Swansea,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          23,Percentage,W06000011,Swansea,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          31,Percentage,W06000011,Swansea,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          45,Percentage,W06000011,Swansea,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          15,Percentage,W06000011,Swansea,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          26,Percentage,W06000011,Swansea,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          33,Percentage,W06000011,Swansea,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          48,Percentage,W06000011,Swansea,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          15,Percentage,W06000011,Swansea,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          25,Percentage,W06000011,Swansea,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          31,Percentage,W06000011,Swansea,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          51,Percentage,W06000011,Swansea,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          15,Percentage,W06000011,Swansea,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          24,Percentage,W06000011,Swansea,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          33,Percentage,W06000011,Swansea,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          54,Percentage,W06000011,Swansea,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           8,Percentage,W06000011,Swansea,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Percentage,W06000011,Swansea,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          27,Percentage,W06000011,Swansea,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          43,Percentage,W06000011,Swansea,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
           2,Percentage,W06000011,Swansea,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
           9,Percentage,W06000011,Swansea,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Percentage,W06000011,Swansea,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          45,Percentage,W06000011,Swansea,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
           8,Percentage,W06000011,Swansea,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          21,Percentage,W06000011,Swansea,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          31,Percentage,W06000011,Swansea,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          46,Percentage,W06000011,Swansea,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000011,Swansea,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Percentage,W06000011,Swansea,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          27,Percentage,W06000011,Swansea,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          46,Percentage,W06000011,Swansea,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           1,Percentage,W06000011,Swansea,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          12,Percentage,W06000011,Swansea,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          19,Percentage,W06000011,Swansea,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          37,Percentage,W06000011,Swansea,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          17,Percentage,W06000012,Neath Port Talbot,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          37,Percentage,W06000012,Neath Port Talbot,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          47,Percentage,W06000012,Neath Port Talbot,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          72,Percentage,W06000012,Neath Port Talbot,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          14,Percentage,W06000012,Neath Port Talbot,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          29,Percentage,W06000012,Neath Port Talbot,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          44,Percentage,W06000012,Neath Port Talbot,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          67,Percentage,W06000012,Neath Port Talbot,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          20,Percentage,W06000012,Neath Port Talbot,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          40,Percentage,W06000012,Neath Port Talbot,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          51,Percentage,W06000012,Neath Port Talbot,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          74,Percentage,W06000012,Neath Port Talbot,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          19,Percentage,W06000012,Neath Port Talbot,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          29,Percentage,W06000012,Neath Port Talbot,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          47,Percentage,W06000012,Neath Port Talbot,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          73,Percentage,W06000012,Neath Port Talbot,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
          21,Percentage,W06000012,Neath Port Talbot,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          40,Percentage,W06000012,Neath Port Talbot,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          57,Percentage,W06000012,Neath Port Talbot,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          74,Percentage,W06000012,Neath Port Talbot,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
           3,Percentage,W06000012,Neath Port Talbot,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          26,Percentage,W06000012,Neath Port Talbot,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          49,Percentage,W06000012,Neath Port Talbot,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          77,Percentage,W06000012,Neath Port Talbot,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
           1,Percentage,W06000012,Neath Port Talbot,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           4,Percentage,W06000012,Neath Port Talbot,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          16,Percentage,W06000012,Neath Port Talbot,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          34,Percentage,W06000012,Neath Port Talbot,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
           4,Percentage,W06000012,Neath Port Talbot,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
           9,Percentage,W06000012,Neath Port Talbot,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Percentage,W06000012,Neath Port Talbot,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          49,Percentage,W06000012,Neath Port Talbot,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
          21,Percentage,W06000012,Neath Port Talbot,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          29,Percentage,W06000012,Neath Port Talbot,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          39,Percentage,W06000012,Neath Port Talbot,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          56,Percentage,W06000012,Neath Port Talbot,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000013,Bridgend,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          19,Percentage,W06000013,Bridgend,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          34,Percentage,W06000013,Bridgend,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          53,Percentage,W06000013,Bridgend,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000013,Bridgend,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          16,Percentage,W06000013,Bridgend,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          36,Percentage,W06000013,Bridgend,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          54,Percentage,W06000013,Bridgend,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000013,Bridgend,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          22,Percentage,W06000013,Bridgend,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          44,Percentage,W06000013,Bridgend,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          58,Percentage,W06000013,Bridgend,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           9,Percentage,W06000013,Bridgend,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          27,Percentage,W06000013,Bridgend,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          44,Percentage,W06000013,Bridgend,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          64,Percentage,W06000013,Bridgend,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           9,Percentage,W06000013,Bridgend,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          20,Percentage,W06000013,Bridgend,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          31,Percentage,W06000013,Bridgend,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          52,Percentage,W06000013,Bridgend,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
           0,Percentage,W06000013,Bridgend,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Percentage,W06000013,Bridgend,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          24,Percentage,W06000013,Bridgend,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          51,Percentage,W06000013,Bridgend,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
           0,Percentage,W06000013,Bridgend,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           5,Percentage,W06000013,Bridgend,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          10,Percentage,W06000013,Bridgend,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          26,Percentage,W06000013,Bridgend,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
           4,Percentage,W06000013,Bridgend,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          12,Percentage,W06000013,Bridgend,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          22,Percentage,W06000013,Bridgend,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          41,Percentage,W06000013,Bridgend,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000013,Bridgend,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          10,Percentage,W06000013,Bridgend,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          21,Percentage,W06000013,Bridgend,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          41,Percentage,W06000013,Bridgend,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           9,Percentage,W06000014,Vale of Glamorgan,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Percentage,W06000014,Vale of Glamorgan,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Percentage,W06000014,Vale of Glamorgan,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          34,Percentage,W06000014,Vale of Glamorgan,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
           9,Percentage,W06000014,Vale of Glamorgan,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          16,Percentage,W06000014,Vale of Glamorgan,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Percentage,W06000014,Vale of Glamorgan,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          37,Percentage,W06000014,Vale of Glamorgan,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          10,Percentage,W06000014,Vale of Glamorgan,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          15,Percentage,W06000014,Vale of Glamorgan,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Percentage,W06000014,Vale of Glamorgan,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          39,Percentage,W06000014,Vale of Glamorgan,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           6,Percentage,W06000014,Vale of Glamorgan,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Percentage,W06000014,Vale of Glamorgan,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          24,Percentage,W06000014,Vale of Glamorgan,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          35,Percentage,W06000014,Vale of Glamorgan,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           6,Percentage,W06000014,Vale of Glamorgan,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Percentage,W06000014,Vale of Glamorgan,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          22,Percentage,W06000014,Vale of Glamorgan,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          34,Percentage,W06000014,Vale of Glamorgan,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
           4,Percentage,W06000014,Vale of Glamorgan,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Percentage,W06000014,Vale of Glamorgan,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          26,Percentage,W06000014,Vale of Glamorgan,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          38,Percentage,W06000014,Vale of Glamorgan,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
           0,Percentage,W06000014,Vale of Glamorgan,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Percentage,W06000014,Vale of Glamorgan,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Percentage,W06000014,Vale of Glamorgan,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          33,Percentage,W06000014,Vale of Glamorgan,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
           4,Percentage,W06000014,Vale of Glamorgan,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Percentage,W06000014,Vale of Glamorgan,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Percentage,W06000014,Vale of Glamorgan,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          37,Percentage,W06000014,Vale of Glamorgan,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           2,Percentage,W06000014,Vale of Glamorgan,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           7,Percentage,W06000014,Vale of Glamorgan,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          10,Percentage,W06000014,Vale of Glamorgan,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          30,Percentage,W06000014,Vale of Glamorgan,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
